listing_id,vin,make,model,year,trim,body_type,fuel_type,transmission,mileage,price,condition,subregion,region,country ,seller_type
1575,FAFMABS55V62G6430,Nissan,Altima,2020,,Crossover,Electric,Manual,99563,12733,excellent,Hoarau-sur-Joly, NAQ, France,Private Party
1576,SVKLBE4R7BRX00070,Kia,Sonet,2018,,Coupe,Petrol,Automatic,82749,8132,good,Durg, PB, India,Dealer
1577,65JXWD7K27YMJ9805,Skoda,Slavia,2017,Base,Hatchback,Petrol,Automatic,126642,3510,good,Hildburghausen, HE, Germany,Dealer
1578,X44APC1N24ZUY6629,Ford,Escape,2019,,Crossover,Petrol,Automatic,141515,3801,salvage,Bangalore, PB, India,Dealer
1579,4L1PM8M85ZE924978,Tesla,Model Y,2017,Limited,Sedan,Petrol,Automatic,108229,6017,excellent,East London, GP, South Africa,Private Party
1580,7JSVNWTDXBF7P0828,Hyundai,i20,2017,LE,Crossover,Diesel,Automatic,191006,3840,good,??????, Kyoto, Japan,Private Party
1581,0LEMT5MP7Y76G4650,Kia,Sorento,2019,Titanium,Crossover,Petrol,Automatic,97491,7366,excellent,Port Andrewton, NT, Australia,Dealer
1582,YN0961DD952VK5139,Tata,Nexon,2025,Long Range,Crossover,Hybrid,Automatic,0,21809,good,North Sherri, TX, US,Private Party
1583,5EKP6ZBK3VF700817,Mercedes-Benz,E-Class,2023,L,Crossover,Petrol,Automatic,24226,26118,fair,North Kristin, NT, Australia,Dealer
1584,GK80EMPU9SW5V7421,Toyota,Tacoma,2014,,Van,Electric,Automatic,149174,2423,fair,Deggendorf, NW, Germany,Private Party
1585,M0GKGXKL9PM146834,BMW,3 Series,2019,Titanium,Pickup,Petrol,Automatic,96995,16053,excellent,Tinaborough, NIR, UK,Private Party
1586,1TX048DT03T4Y4233,Volkswagen,Jetta,2017,Trend,Convertible,Petrol,Automatic,108160,3013,salvage,Williamsville, QC, Canada,Dealer
1587,5MD8TAY07U68B3463,Nissan,Magnite,2024,XLE,Coupe,Diesel,Manual,13584,27752,good,Port Cindy, VIC, Australia,Dealer
1588,HWMG64870UH7B4395,Mercedes-Benz,GLC,2013,SE,Crossover,Diesel,Manual,181918,2982,good,Kirstyville, SCT, UK,Dealer
1589,8BJWWJDW15NL65537,Volkswagen,Taigun,2014,Trend,Coupe,CNG,Automatic,132636,1699,fair,Daviesstad, SCT, UK,Dealer
1590,9P89EVSP5A13E2837,Ford,Maverick,2017,LX,Coupe,Petrol,Manual,118149,4202,good,Johannesburg, GP, South Africa,Dealer
1591,YJ9PFHB91JNXA7322,Toyota,Corolla,2019,Touring,Sedan,Petrol,Automatic,63046,6324,fair,St. Nancytown, NSW, Australia,Dealer
1592,H5G2WVFS2MLBW3463,Toyota,Fortuner,2019,XSE,Crossover,CNG,Automatic,45245,9907,good,Peixoto do Campo, AM, Brazil,Dealer
1593,YHN20ST1XA49T8088,Nissan,Magnite,2006,Base,Crossover,Electric,DCT,262805,1192,fair,???, Aichi, Japan,Dealer
1594,T33H62SB41MC22297,Tata,Punch,2025,Limited,Crossover,Diesel,Manual,0,22683,excellent,New Kaylamouth, QLD, Australia,Certified Pre-Owned
1595,Y61C8X6X027T52344,Tesla,Model Y,2021,Platinum,Crossover,Electric,Manual,41324,23994,good,Freitas da Serra, CE, Brazil,Dealer
1596,3FHRAN5Y88X744654,Honda,City,2025,,Convertible,Plug-in Hybrid,Automatic,0,44849,good,Pune, MH, India,Dealer
1597,K9VSG7SS4WXDS6650,Chevrolet,Silverado,2012,L,MPV,Hybrid,Automatic,163176,1289,fair,Coryville, QLD, Australia,Dealer
1598,4MXVH6Y34HFBS9889,Audi,Q5,2021,Premium,SUV,Diesel,Manual,34302,29676,excellent,Smithville, WLS, UK,Dealer
1599,2VSUYFUL32YG97679,Skoda,Kushaq,2012,Platinum,Convertible,CNG,Automatic,213883,1908,good,Langview, QC, Canada,Dealer
1600,WS14N4LY40C413465,BMW,3 Series,2021,LTZ,SUV,Petrol,CVT,37211,25586,good,Durban, FS, South Africa,Dealer
1601,KUHT5JY20BL920766,Audi,Q5,2016,Platinum,Convertible,Petrol,Manual,90743,10319,excellent,Lake Lorraineport, ENG, UK,Private Party
1602,441EGC6N8DUMY7189,Honda,CR-V,2022,Premium,Coupe,Petrol,Manual,39366,21032,excellent,Neu-Ulm, HE, Germany,Dealer
1603,5VW20KU04U63M4731,BMW,3 Series,2011,Premium,Pickup,Hybrid,Automatic,106615,3130,fair,Allenborough, QLD, Australia,Dealer
1604,2G7TG3GK1EFN56784,Maruti,Dzire,2013,SE,Van,Petrol,Manual,294221,1199,fair,Guillon-sur-Mer, HDF, France,Private Party
1605,2FBXTB6L25NJE6310,Mercedes-Benz,GLC,2020,Titanium,Convertible,Electric,Manual,44271,28801,good,East Anita, NS, Canada,Dealer
1606,SJAHZS5P6HKK95682,Tesla,Model Y,2007,SE,MPV,Plug-in Hybrid,Manual,173324,1191,fair,Vasconcelos das Pedras, PA, Brazil,Dealer
1607,LBGFHS8N63FSM9665,Mercedes-Benz,GLC,2017,,Convertible,Hybrid,Automatic,196917,7070,good,Chartier, BFC, France,Dealer
1608,Y7KH2GVU0ASJT3196,Chevrolet,Equinox,2012,Titanium,Van,Petrol,Automatic,160727,1519,excellent,North Xaviermouth, WA, Australia,Dealer
1609,RHX3GNLD1CZ110983,Honda,Amaze,2008,LT,Crossover,Petrol,CVT,158030,1249,fair,Andreafurt, SA, Australia,Dealer
1610,6A89N32D145H35362,Hyundai,Creta,2023,Titanium,Pickup,Diesel,Automatic,25693,26858,good,Johnsonburgh, PA, US,Dealer
1611,NFU3F2WE8U5HR6682,Chevrolet,Silverado,2020,XSE,Hatchback,Electric,Automatic,62452,8124,fair,????, Kyoto, Japan,Private Party
1612,F10HHFUL0K9J13074,Honda,Accord,2018,,Crossover,Diesel,Automatic,88578,7168,good,Jammu, TG, India,Dealer
1613,RAVDGB0C47URA0702,Chevrolet,Equinox,2016,Platinum,Van,Diesel,Automatic,147024,3168,excellent,Bloemfontein, KZN, South Africa,Dealer
1614,XMXWFD3M4XP6G4462,Audi,A6,2018,XLE,Sedan,CNG,Automatic,148123,7906,good,Saint Édithdan, HDF, France,Dealer
1615,9V9JDVD60C3SC2168,Skoda,Slavia,2021,Premium,Sedan,Hybrid,Automatic,92997,10304,good,????, Hokkaido, Japan,Dealer
1616,5SAMZ4M046SSG7419,Audi,Q5,2018,Touring,Pickup,Petrol,Automatic,115297,16531,excellent,Roussel, HDF, France,Dealer
1617,VXWV6CRB2766F8055,Toyota,Highlander,2006,XLE,Crossover,Petrol,Automatic,268613,1235,good,Regen, BY, Germany,Dealer
1618,PEVZADGH2XRYV5181,Mahindra,XUV700,2008,Platinum,Hatchback,Petrol,Automatic,285989,1268,good,????, Kyoto, Japan,Certified Pre-Owned
1619,6RXP5AWK2UASX5696,Mahindra,XUV700,2015,Base,Convertible,Petrol,Automatic,219938,2431,like new,Motihari, HR, India,Dealer
1620,FV2CWFUGXWS3J1181,Chevrolet,Silverado,2017,SE,MPV,Petrol,Automatic,134212,2930,,Hickschester, NIR, UK,Dealer
1621,C9KYJZN49X8YU4659,Kia,Seltos,2018,XLE,Crossover,Diesel,DCT,78170,5361,fair,Lake Roger, ACT, Australia,Dealer
1622,SXJ69X683KLD24296,Maruti,Swift,2023,LE,Crossover,Hybrid,Automatic,24076,7812,salvage,Johannesburg, FS, South Africa,Dealer
1623,3H2F5NNFXVREE1881,Toyota,Fortuner,2017,Premium,Hatchback,Diesel,Automatic,69615,4253,excellent,South Kieran, SCT, UK,Dealer
1624,JK3YFKDF23UFS8829,Honda,CR-V,2007,LX,Sedan,Hybrid,CVT,260000,1187,excellent,West Katy, SCT, UK,Dealer
1625,1EP1HDV79XBWT9219,Toyota,Innova,2019,Titanium,Crossover,Petrol,Automatic,126370,8252,excellent,???, Tokyo, Japan,Dealer
1626,6B44XL207A4232407,Ford,Maverick,2025,LX,Convertible,Diesel,Automatic,0,23024,salvage,Panvel, MH, India,Dealer
1627,A5FRFR6C5SHJD4222,Tesla,Model Y,2022,L,Van,CNG,Automatic,60960,24919,good,Allard, ARA, France,Dealer
1628,2RN8BF9H0W52C3663,Skoda,Slavia,2020,Limited,Crossover,Petrol,DCT,108091,10945,excellent,Wolfenbüttel, SN, Germany,Private Party
1629,WL7C3V8D9KDB28279,Hyundai,Creta,2019,XSE,Pickup,Petrol,Manual,46625,9994,fair,St. William, QLD, Australia,Private Party
1630,KUFY18HJ2NLGG8922,Hyundai,Creta,2023,XSE,Coupe,Diesel,Automatic,21406,20770,good,Sales, SP, Brazil,Private Party
1631,VSRJHPZ109K0V0075,Toyota,Camry,2019,LTZ,Crossover,Hybrid,Automatic,77941,8884,good,Ramagundam, KL, India,Dealer
1632,5TYMJZ3XXLHV48967,Hyundai,Tucson,2021,Platinum,Hatchback,Electric,Automatic,26433,9811,fair,Lake James, QC, Canada,Private Party
1633,8X49900U6C6R61948,BMW,X3,2014,Titanium,SUV,Diesel,Automatic,137434,5279,fair,Hoareau-sur-Meunier, PACA, France,Dealer
1634,J4GP64W758J922509,Chevrolet,Equinox,2021,Sport,Sedan,Plug-in Hybrid,Automatic,80874,10071,fair,Calau, BW, Germany,Private Party
1635,K375VLJ08YR512116,BMW,3 Series,2008,Long Range,Pickup,CNG,Automatic,211708,1548,fair,??????, Aichi, Japan,Dealer
1636,6XMSUFL2XBXBY6140,Chevrolet,Trax,2014,Performance,SUV,Petrol,Manual,162282,3573,excellent,???, Kanagawa, Japan,Private Party
1637,X8AY2B6S2TYJA4663,Toyota,Highlander,2015,Touring,Van,Petrol,Manual,94383,3255,good,Port Louis, ENG, UK,Dealer
1638,AGWPSSN5X8WAN2520,Audi,Q3,2015,Base,Crossover,Petrol,Automatic,165415,4118,excellent,West Margaretside, NB, Canada,Private Party
1639,GJH5VGEWXRHZY1424,BMW,X5,2013,SE,MPV,Hybrid,Manual,141052,2239,fair,Bloemfontein, LP, South Africa,Private Party
1640,FNHY46H94MWF44107,Toyota,Tacoma,2024,Premium,Convertible,Petrol,Manual,11616,26193,fair,Pretoria, LP, South Africa,Private Party
1641,WUA670DH91SRX3392,Kia,Sorento,2014,XLE,Crossover,CNG,Automatic,295093,1626,fair,Sainte Éric-sur-Mer, OCC, France,Certified Pre-Owned
1642,Z9BHJ8TW5TT5Y8118,Hyundai,Tucson,2015,Titanium,Van,CNG,Automatic,74103,4791,excellent,East London, MP, South Africa,Certified Pre-Owned
1643,UV8U11UG8WXV47211,Nissan,Magnite,2020,Touring,Sedan,Hybrid,Manual,91284,8535,good,Jamalpur, RJ, India,Dealer
1644,MRU0N33142MAL7770,Toyota,Corolla,2014,Titanium,SUV,Hybrid,CVT,159994,1878,fair,North Monica, VIC, Australia,Dealer
1645,TZYBEKF350E9N5651,Tesla,Model 3,2015,LE,SUV,Hybrid,Automatic,156760,6174,good,Klein, OCC, France,Private Party
1646,FLTGGDCA6LSKZ7779,Tata,Harrier,2025,,Convertible,Hybrid,Manual,0,22349,fair,Siqueira, PR, Brazil,Dealer
1647,N5XE7PS96RJCG1856,Skoda,Octavia,2019,Platinum,Pickup,Hybrid,CVT,97888,9975,excellent,Saraton, WLS, UK,Private Party
1648,K15WS33R1FPAS4424,Volkswagen,Taigun,2023,XSE,Crossover,Petrol,Manual,18051,21670,excellent,Georgemouth, SA, Australia,Dealer
1649,YVZDGBL02H6KA7330,BMW,3 Series,2013,XLE,MPV,Plug-in Hybrid,Automatic,137625,2616,good,Wrightfurt, IL, US,Private Party
1650,KJFE1AD03YAYE3142,Kia,Sportage,2025,LTZ,SUV,Petrol,Manual,0,45872,new,Michaelfort, AB, Canada,Dealer
1651,WZK82US706JM85531,Ford,F-150,2019,LE,Crossover,Petrol,Manual,93933,7018,excellent,Johannesburg, KZN, South Africa,Dealer
1652,6DA9H1M54F8107108,Audi,Q3,2021,,Convertible,Petrol,Automatic,51597,29571,excellent,Sainte Philippine, PDL, France,Dealer
1653,HLE6WC5Z5XAVB2051,Ford,F-150,2006,Platinum,Van,Diesel,Automatic,200745,1293,like new,New Danielton, NC, US,Dealer
1654,U932R20ZXF0U94485,Hyundai,Tucson,2015,EX,Crossover,Hybrid,Automatic,150961,2468,excellent,West Jeffrey, NS, Canada,Dealer
1655,2YN3ATSH2RLDD2051,Skoda,Octavia,2018,XSE,Coupe,Petrol,Automatic,112555,4965,good,New Barbaraville, NT, Australia,Private Party
1656,T43DX91SXB5AP5343,Tata,Altroz,2016,Performance,MPV,Hybrid,Manual,85424,2677,good,Bloemfontein, NW, South Africa,Private Party
1657,LR8UYMW079J1Z4627,Nissan,Sentra,2016,Platinum,MPV,Diesel,Automatic,119165,3984,fair,Neustadt am Rübenberge, RP, Germany,Dealer
1658,8GN3K29T46WZE3993,BMW,X5,2021,Performance,Van,Diesel,Automatic,50401,10118,salvage,Lake Heidi, WA, US,Dealer
1659,YML167E83BE6M0718,Audi,Q3,2015,Base,SUV,Petrol,Automatic,95791,6697,good,Lake Thomas, BC, Canada,Dealer
1660,A794CTT52HUJA4514,Toyota,Corolla,2015,Premium,MPV,Electric,Automatic,113481,2716,good,Moreira, PA, Brazil,Certified Pre-Owned
1661,T27WRFZN8GE1X7530,Skoda,Octavia,2025,Performance,Coupe,Petrol,Manual,0,27284,fair,Castroborough, QLD, Australia,Dealer
1662,K0AJ5J8Z65R7P5614,Tata,Punch,2014,XSE,Crossover,Hybrid,Automatic,181271,1691,good,Solapur, KL, India,Private Party
1663,HUBYG14879B0U9575,Mercedes-Benz,E-Class,2021,LTZ,Coupe,Hybrid,Automatic,37879,26228,like new,New Jennaburgh, NIR, UK,Dealer
1664,R84AUKZU2LE1V5179,Nissan,Magnite,2014,,Hatchback,Electric,Automatic,87899,2405,excellent,Frederickchester, NJ, US,Dealer
1665,Y4STZESM5EYLY4742,BMW,X3,2024,Performance,Van,Petrol,Automatic,16384,34028,fair,???, Kyoto, Japan,Dealer
1666,E6N6S9LY2M0AL4151,Mercedes-Benz,GLC,2009,Sport,Coupe,Petrol,Automatic,205745,1638,good,South Tamaratown, CO, US,Dealer
1667,RFZH7TDVXT9DM8658,Chevrolet,Malibu,2017,LTZ,Van,Petrol,Manual,99423,3637,fair,Pretoria, GP, South Africa,Certified Pre-Owned
1668,MT65YTDR95MSU4258,Ford,F-150,2019,L,Crossover,Petrol,Automatic,80953,8867,new,West Michaelview, MB, Canada,Dealer
1669,VLRUYTCY1GMDA7582,Kia,Sonet,2012,Performance,Convertible,CNG,Automatic,102379,3164,excellent,Carvalho, MG, Brazil,Private Party
1670,1K3XH79C5D0KJ7533,Audi,A4,2017,LE,Hatchback,Petrol,Manual,86445,4279,fair,North Amanda, MI, US,Dealer
1671,1BJM9WU09E6LE0472,Tesla,Model 3,2018,XLE,MPV,CNG,Automatic,59040,11510,excellent,East Sheila, SCT, UK,Dealer
1672,101N18741S3UV5942,Chevrolet,Trax,2018,LTZ,Convertible,Petrol,Manual,107782,8687,good,Thibault, GES, France,Dealer
1673,C3UXRH0T2EJZ48841,Audi,A4,2016,L,Pickup,Diesel,Automatic,87461,9649,good,Cardoso do Sul, AM, Brazil,Dealer
1674,WSCPHJVW7KWF77366,Mercedes-Benz,GLA,2005,LE,SUV,Hybrid,Automatic,418428,1225,like new,Fatehpur, MH, India,Dealer
1675,FXZJZZ1V37PBH4095,Skoda,Kushaq,2014,EX,MPV,Petrol,Manual,271664,1768,good,Nauen, NI, Germany,Certified Pre-Owned
1676,PEUCVY9T7HL897809,Ford,F-150,2015,Limited,Sedan,Petrol,Manual,118547,2367,good,Adamland, SCT, UK,Dealer
1677,YBF9JFYU5ZUD31160,Nissan,Sentra,2013,Sport,Crossover,Petrol,Automatic,103679,2333,good,Stevenside, NL, Canada,Dealer
1678,MN2LX97K7ZNG27606,BMW,X3,2017,,Sedan,Petrol,Manual,206650,5257,excellent,Brunel, PDL, France,Dealer
1679,J06RZ99M6BYGF8415,Honda,Accord,2016,LE,Coupe,Petrol,Automatic,140954,4865,good,Gomezboeuf, OCC, France,Dealer
1680,NM6Z1EUX3SARV8008,Volkswagen,Jetta,2017,Base,Crossover,Hybrid,Automatic,95435,7609,excellent,Parsberg, HB, Germany,Dealer
1681,A9CYAZXD2XAC60751,Audi,Q5,2016,Touring,Hatchback,Petrol,Manual,183430,4101,excellent,???, Aichi, Japan,Private Party
1682,YUV7KTBK69T741487,Honda,Amaze,2025,Platinum,Convertible,Plug-in Hybrid,Automatic,0,37286,fair,Robertston, WLS, UK,Private Party
1683,D9GD62FS73PTK3092,Audi,A4,2011,,SUV,Petrol,CVT,171166,3763,excellent,Sainte ChristelleBourg, PDL, France,Dealer
1684,NC2KR7659MBAT7458,Nissan,Sentra,2017,XSE,Pickup,Plug-in Hybrid,Manual,56044,10380,,Gordonbury, NS, Canada,Private Party
1685,HEB5SB7Y17KC13201,Nissan,Sentra,2012,EX,Van,Diesel,Manual,275802,1705,excellent,Sainte Sophie-les-Bains, NAQ, France,Dealer
1686,1ABGL5VAXN2R15361,Mercedes-Benz,GLA,2014,Long Range,MPV,Petrol,Automatic,294518,2409,fair,Colin, PDL, France,Dealer
1687,21LBFCPB8ZGK02162,Kia,Sportage,2022,,Coupe,Petrol,CVT,39823,18138,good,Firozabad, PB, India,Private Party
1688,MJTKEDGU1JPCV7848,Audi,A6,2012,,Coupe,Petrol,Automatic,178803,2060,fair,Pereira Verde, PE, Brazil,Dealer
1689,8P0ZDMMP4FEE99480,Volkswagen,Taigun,2018,Performance,Van,Petrol,Manual,70573,6898,excellent,Port Elizabeth, EC, South Africa,Dealer
1690,Z5TTNZK59AY7E8008,Volkswagen,Jetta,2017,SE,Pickup,Electric,Automatic,50378,10861,excellent,Durban, WC, South Africa,Private Party
1691,26L5343F3CPKK8386,Mercedes-Benz,GLC,2021,,Sedan,Petrol,Manual,34810,17654,good,New Jennifer, NB, Canada,Certified Pre-Owned
1692,X7RA891M1NDAJ7818,Tesla,Model Y,2017,,Crossover,Petrol,Automatic,81232,10159,excellent,Cape Town, EC, South Africa,Private Party
1693,E8XFBYU73YXJ69873,Tata,Altroz,2022,L,Convertible,Petrol,Manual,61019,15020,excellent,Narasaraopet, HR, India,Dealer
1694,XBJFXMPC2CH2R0414,Nissan,Rogue,2013,EX,Van,Hybrid,Automatic,96959,2955,excellent,Josephhaven, NT, Australia,Dealer
1695,B89D30FD604FS8207,Skoda,Slavia,2017,Base,Convertible,Diesel,Automatic,67973,8578,excellent,South Rhysburgh, ENG, UK,Dealer
1696,VP0GNCF368W7H3505,Tata,Altroz,2015,SE,Convertible,Diesel,Manual,259187,1755,fair,????????, Osaka, Japan,Private Party
1697,4FH45Y16X8REC3801,Nissan,Rogue,2021,Performance,SUV,Hybrid,Automatic,55990,15224,good,????, Tokyo, Japan,Dealer
1698,ZB3ZS4JA13MP51608,Kia,Sportage,2013,Trend,Coupe,Plug-in Hybrid,Automatic,130971,1759,good,East London, LP, South Africa,Private Party
1699,4D7ASWEJ4265N3676,Nissan,Magnite,2019,Premium,Coupe,Petrol,CVT,83743,10221,good,Paul, PACA, France,Dealer
1700,Y1S9KK9X6UK7S3658,Skoda,Octavia,2022,,Hatchback,Petrol,Automatic,30415,11546,good,East London, LP, South Africa,Dealer
1701,VFW7N1FY433W81651,Tata,Nexon,2017,Platinum,MPV,Petrol,Manual,89251,3204,good,East Joshuamouth, NL, Canada,Private Party
1702,C1U479AY1F0289371,Kia,Sorento,2014,Base,MPV,Petrol,AMT,224248,1906,good,Giridih, KL, India,Dealer
1703,7CXZZ5YM67VU36544,Volkswagen,Tiguan,2016,Titanium,SUV,Hybrid,Automatic,204988,2591,fair,Danapur, KL, India,Dealer
1704,TVHMV9NT2BPY35577,Tesla,Model 3,2018,SE,Hatchback,CNG,DCT,133068,6796,good,??????, Hokkaido, Japan,Dealer
1705,V2X5RE5Y8FJZD6513,Audi,Q3,2023,Long Range,Hatchback,Petrol,Automatic,22961,24888,,North Steven, GA, US,Dealer
1706,T1W1G3HG374CE1139,Hyundai,i20,2019,Limited,Coupe,Plug-in Hybrid,Automatic,71395,15073,new,????, Kanagawa, Japan,Private Party
1707,3HYT8A1HX9WB85558,Ford,Maverick,2015,LTZ,Hatchback,Diesel,Manual,154603,1544,good,Carlachester, VIC, Australia,Private Party
1708,DNZ6W67F4G1BZ9789,Mercedes-Benz,GLA,2018,,Van,CNG,AMT,112727,6180,,Monteiro do Oeste, AM, Brazil,Dealer
1709,S0M9J87L320XK2862,Hyundai,Sonata,2017,,Van,Electric,Manual,141668,5293,good,Neuss, NI, Germany,Dealer
1710,CKXN4L010B9TZ2484,Tesla,Model 3,2014,LTZ,Crossover,Petrol,Automatic,238208,3106,good,Étienne-les-Bains, OCC, France,Private Party
1711,FVNMD1Z49P77D3098,Maruti,Dzire,2005,Premium,Crossover,Diesel,Automatic,418428,1283,excellent,Jalandhar, WB, India,Private Party
1712,8XCA34V60P2VF3720,Nissan,Rogue,2024,,MPV,Petrol,CVT,11949,19500,fair,Sainte Charles, PACA, France,Dealer
1713,CX7MXR1X8E4972378,Skoda,Octavia,2022,EX,Hatchback,CNG,Manual,38665,8368,fair,Perryview, SCT, UK,Certified Pre-Owned
1714,RTA7V6JJ8CAAX0890,Tesla,Model Y,2023,Premium,Coupe,Petrol,Automatic,15042,41993,,Lake Sam, NIR, UK,Dealer
1715,ZYRKSGSS1H90S7235,Hyundai,Elantra,2020,,Convertible,Petrol,Manual,75134,12461,excellent,Lake Russellstad, PA, US,Dealer
1716,F4XMKC4B7382R7355,Chevrolet,Malibu,2019,Long Range,Pickup,Diesel,CVT,150801,7137,fair,Arrah, TN, India,Certified Pre-Owned
1717,JV1XC5BJ7PXS21382,Chevrolet,Equinox,2020,Touring,SUV,Petrol,Automatic,102756,9948,fair,Säckingen, RP, Germany,Certified Pre-Owned
1718,249C75TTX7C1H3063,Hyundai,Tucson,2010,Trend,Van,Hybrid,Manual,248278,1239,fair,New Jamestown, IL, US,Private Party
1719,MJDLB6FP0P0X39743,Kia,Sportage,2020,LT,Convertible,Hybrid,Manual,110872,6954,salvage,Lacroix, PACA, France,Private Party
1720,6LTCP3NZ6KUHA1905,Kia,Sportage,2020,Sport,Sedan,Petrol,Manual,113664,8367,good,Bhusawal, PB, India,Private Party
1721,7TP0C74N892CJ9606,Skoda,Slavia,2008,Premium,Coupe,Petrol,CVT,200900,1257,good,Ahmedland, SCT, UK,Certified Pre-Owned
1722,WXWM0EHB2ATNA8606,Honda,Accord,2021,EX,Coupe,Electric,Automatic,41611,14305,fair,Gailchester, ENG, UK,Dealer
1723,4NDT8Z6L74SJ97517,Honda,Civic,2021,Performance,Sedan,Petrol,Automatic,38426,10628,good,North Mary, WA, Australia,Certified Pre-Owned
1724,UT66CBLE162FK2274,Tata,Nexon,2023,Limited,Hatchback,Hybrid,DCT,20287,8953,good,East Emmaside, WLS, UK,Dealer
1725,A2ZA2DMW6EVV28230,Audi,A4,2020,Long Range,Hatchback,Diesel,Automatic,70146,10757,excellent,North Callum, WLS, UK,Dealer
1726,L4LZXETM7406G4467,Honda,Accord,2011,EX,Sedan,CNG,Automatic,108144,1280,fair,Lake Susan, WA, Australia,Private Party
1727,BAE1TS65XHJAN5333,Nissan,Rogue,2018,Limited,Van,Petrol,DCT,85637,7948,good,??????, Fukuoka, Japan,Dealer
1728,77X792V55000D2552,Mahindra,Bolero,2008,LT,Van,Electric,CVT,231411,1204,good,Erfurt, TH, Germany,Dealer
1729,79HXFTKMXK58X7905,Mercedes-Benz,GLC,2017,LX,Convertible,Petrol,CVT,67462,14339,like new,Jeremytown, IL, US,Private Party
1730,PXT3TLUK78DXF1370,Honda,CR-V,2019,Limited,Convertible,Petrol,Automatic,99167,12588,,SchmittVille, GES, France,Dealer
1731,791AYJ5U80YER5692,Toyota,Innova,2014,Touring,Van,Hybrid,Manual,175664,1881,good,Lake Gregoryport, NT, Australia,Private Party
1732,ATAXRZ8G241GA2551,Skoda,Kushaq,2024,Touring,SUV,Electric,Manual,20013,31742,good,Firozabad, TG, India,Dealer
1733,M454H9C156TRZ0232,Mercedes-Benz,GLA,2018,Touring,MPV,CNG,Automatic,74737,9887,good,Sandraside, WA, Australia,Dealer
1734,H7YEXCZ48GESX1881,Tesla,Model Y,2009,,Pickup,Petrol,Manual,177071,2140,good,Millerborough, IL, US,Private Party
1735,0T8PGC39731VZ3008,Ford,Escape,2017,Platinum,Pickup,Electric,Manual,48779,8803,good,New Kimberley, SCT, UK,Private Party
1736,5NH97A0P28HEE2339,Ford,Explorer,2020,,Crossover,Diesel,Manual,48886,10231,good,Ramos de Caldeira, AM, Brazil,Dealer
1737,4HVEUEFY9NTA00245,Volkswagen,Tiguan,2020,Performance,Crossover,Diesel,Automatic,64101,11120,good,Eisenach, HH, Germany,Private Party
1738,7NCNL3NE7SR2K5007,BMW,5 Series,2021,,Pickup,Hybrid,Manual,39814,33188,like new,East Erika, NY, US,Dealer
1739,L9MCR2LL80GVP1818,Toyota,RAV4,2019,Trend,Crossover,Petrol,Manual,97518,6362,good,Cape Town, NW, South Africa,Dealer
1740,3F0HCG0A22CTK6393,Volkswagen,Tiguan,2016,LX,Hatchback,Petrol,Automatic,208797,1443,fair,Heiligenstadt, ST, Germany,Private Party
1741,DN05M7897XVNH6978,Toyota,Fortuner,2020,Performance,Van,Hybrid,Automatic,99167,10007,good,Nürtingen, ST, Germany,Dealer
1742,KK4CN6J64TNYF7176,Kia,Sportage,2019,SE,Hatchback,Diesel,Automatic,81977,5800,like new,Durban, KZN, South Africa,Private Party
1743,K9VLSXES67SBF7532,Tata,Altroz,2013,,Hatchback,Diesel,Manual,120775,1194,good,Snyderbury, TAS, Australia,Private Party
1744,9DB06SWR2ULE08309,Ford,Escape,2017,,SUV,Electric,CVT,48740,7576,good,Pimenta, AM, Brazil,Private Party
1745,66WW7E9S08YNJ8410,Hyundai,Creta,2021,Premium,Coupe,Petrol,Manual,31514,16663,excellent,Ramirezberg, MI, US,Dealer
1746,SNBAVABN0TF710532,Tesla,Model Y,2018,Limited,MPV,Petrol,Automatic,90231,8965,good,Anneport, NIR, UK,Private Party
1747,AKV3LD4A4J9HM7270,Mahindra,Bolero,2020,Base,Pickup,Petrol,Automatic,49883,5986,salvage,New Carlahaven, IL, US,Dealer
1748,JB5FA6CB96Y4P2577,Mahindra,XUV700,2025,,Pickup,Electric,Automatic,0,27192,fair,Sömmerda, BB, Germany,Private Party
1749,BVLJY0A85KF0U9684,Tata,Altroz,2018,Platinum,Van,Hybrid,CVT,76350,4684,good,Foleymouth, NT, Australia,Private Party
1750,1KV9DUDHXUMJ73065,Hyundai,Sonata,2012,Titanium,SUV,Petrol,Automatic,132561,1645,good,Anthonyview, QC, Canada,Dealer
1751,9MF1KTW97UE1G3041,Mercedes-Benz,GLA,2010,Limited,Convertible,Petrol,Automatic,110837,2497,fair,West Susanchester, TAS, Australia,Dealer
1752,F4VCXP6U84LXD4561,Tata,Nexon,2021,Touring,Van,Petrol,CVT,50594,8345,good,Castro, BA, Brazil,Dealer
1753,FZCL5HSP0G4LB5038,Mahindra,Bolero,2022,Performance,Convertible,Diesel,AMT,47470,13745,good,Port Elizabeth, NW, South Africa,Dealer
1754,S2793CYS9V4C31594,Honda,CR-V,2019,Trend,Coupe,Electric,Manual,49889,12243,excellent,Weaverborough, NT, Australia,Dealer
1755,F9YT9D4W6DAED3283,Kia,Sportage,2014,LX,Hatchback,Hybrid,CVT,275090,1817,new,Waren, SH, Germany,Private Party
1756,XUE5U4KN2VWH33826,Ford,Explorer,2017,SE,Sedan,Petrol,Manual,64210,4281,fair,Vargas de Teixeira, AM, Brazil,Dealer
1757,33AR1XGH2X54L4055,Maruti,Ertiga,2020,Titanium,Hatchback,Petrol,Automatic,65252,3951,fair,Pretoria, MP, South Africa,Private Party
